Time,Altitude ASL,Pressure,Air Temp A,Air Temp B,Air Temp C,Rel Hum A,Rel Hum B,Rel Hum C,Latitude,Longitude,Roll,Roll Rate,Pitch,Pitch Rate,Yaw,Yaw Rate,Velocity North,Velocity East,Velocity Down,Custom Mode,Data Quality,Home Position Latitude,Home Position Longitude,Home Position Altitude,Drone Serial Number,Ground Wind Speed,Ground Wind Direction,Ground Air Temperature,Ground Humidity,Ground Pressure,Powered Age,Armed Age,Satellites,HDOP
1782487538.24,436.6,961.68,21.63,21.21,21.35,60.3,58.8,59.0,35.222578,-97.439512,0.8,-0.9,10.0,-0.6,-144.4,0.0,-0.02,-0.20,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.8
1782487539.24,439.6,961.34,21.60,21.17,21.35,60.5,58.9,59.1,35.222578,-97.439514,-0.2,-1.1,9.5,0.4,-143.4,0.0,-0.00,-0.19,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.8
1782487540.24,442.6,960.99,21.57,21.13,21.35,60.7,59.0,59.2,35.222578,-97.439516,-1.1,-0.8,8.9,1.1,-142.3,0.0,0.01,-0.18,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.8
1782487541.24,445.6,960.65,21.53,21.09,21.35,60.9,59.0,59.3,35.222578,-97.439518,-1.5,-0.1,8.7,0.9,-141.2,0.0,0.03,-0.17,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.8
1782487542.24,448.6,960.31,21.49,21.06,21.35,61.1,59.1,59.4,35.222578,-97.439520,-1.2,0.7,9.1,0.1,-140.2,0.0,0.04,-0.16,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.7
1782487543.24,451.6,959.97,21.44,21.04,21.34,61.3,59.2,59.6,35.222578,-97.439522,-0.3,1.1,9.9,-0.8,-139.1,0.0,0.05,-0.14,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.7
1782487544.24,454.6,959.63,21.40,21.02,21.34,61.5,59.3,59.7,35.222579,-97.439523,0.7,1.0,11.0,-1.1,-138.1,0.0,0.07,-0.12,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.7
1782487545.24,457.6,959.29,21.35,21.00,21.33,61.7,59.3,59.9,35.222580,-97.439524,1.4,0.4,11.7,-0.5,-137.1,0.0,0.08,-0.11,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.7
1782487546.24,460.6,958.95,21.30,20.99,21.32,61.8,59.4,60.0,35.222580,-97.439525,1.4,-0.3,12.1,0.4,-136.2,0.0,0.09,-0.09,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.7
1782487547.24,463.6,958.61,21.25,20.98,21.30,61.9,59.5,60.2,35.222581,-97.439526,0.8,-0.9,11.8,1.1,-135.3,0.0,0.11,-0.07,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.7
1782487548.24,466.6,958.28,21.21,20.98,21.28,62.1,59.5,60.4,35.222582,-97.439527,-0.2,-1.1,11.3,0.9,-134.4,0.0,0.12,-0.05,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.7
1782487549.24,469.6,957.94,21.16,20.98,21.25,62.2,59.6,60.6,35.222584,-97.439527,-1.1,-0.8,10.7,0.1,-133.6,0.0,0.13,-0.03,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.7
1782487550.24,472.6,957.60,21.12,20.98,21.22,62.3,59.7,60.9,35.222585,-97.439527,-1.5,-0.0,10.5,-0.8,-132.9,0.0,0.14,-0.01,-3.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.7
1782487551.24,475.6,957.26,21.09,20.98,21.18,62.4,59.8,61.1,35.222586,-97.439527,-1.2,0.7,10.9,-1.1,-132.3,0.0,0.15,0.01,-2.70,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,16,0.7
1782487552.24,477.0,957.27,21.07,20.99,21.16,62.3,59.8,61.2,35.222587,-97.439527,-0.3,1.1,11.6,-0.5,-132.1,0.0,0.16,0.04,0.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,15,0.7
1782487553.24,477.0,957.27,21.07,21.02,21.14,62.2,59.8,61.3,35.222589,-97.439527,0.7,1.0,12.4,0.4,-132.2,0.0,0.17,0.06,0.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,15,0.7
1782487554.24,477.0,957.28,21.07,21.04,21.12,62.2,59.8,61.4,35.222590,-97.439526,1.4,0.4,13.0,1.1,-132.3,0.0,0.17,0.08,0.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,15,0.7
1782487555.24,477.0,957.28,21.08,21.05,21.10,62.1,59.8,61.4,35.222592,-97.439525,1.4,-0.3,13.2,0.9,-132.6,0.0,0.18,0.09,0.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,15,0.6
1782487556.24,477.0,957.29,21.09,21.07,21.07,62.0,59.8,61.5,35.222594,-97.439524,0.8,-1.0,12.7,0.0,-132.9,0.0,0.18,0.11,0.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,15,0.6
1782487557.24,477.0,957.29,21.10,21.07,21.05,61.9,59.9,61.6,35.222595,-97.439523,-0.2,-1.1,12.0,-0.8,-133.2,0.0,0.19,0.13,0.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,15,0.6
1782487558.24,477.0,957.29,21.12,21.08,21.03,61.8,59.9,61.7,35.222597,-97.439521,-1.1,-0.7,11.2,-1.1,-133.6,0.0,0.19,0.15,0.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,15,0.6
1782487559.24,477.0,957.29,21.14,21.08,21.01,61.8,60.0,61.7,35.222599,-97.439519,-1.5,-0.0,10.8,-0.5,-134.0,0.0,0.19,0.16,0.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,15,0.6
1782487560.24,477.0,957.29,21.16,21.07,20.99,61.7,60.0,61.8,35.222600,-97.439517,-1.1,0.7,11.0,0.4,-134.4,0.0,0.19,0.18,0.00,3,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,15,0.6
1782487561.24,477.0,957.29,21.19,21.06,20.98,61.7,60.1,61.8,35.222602,-97.439515,-0.3,1.1,11.6,1.1,-134.9,0.0,0.19,0.19,0.30,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,15,0.6
1782487562.24,475.3,957.64,21.23,21.07,20.98,61.5,60.1,61.7,35.222604,-97.439513,0.7,1.0,12.3,0.9,-135.7,0.0,0.19,0.20,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,15,0.6
1782487563.24,472.3,957.98,21.28,21.08,21.00,61.3,60.0,61.5,35.222606,-97.439511,1.4,0.4,12.7,0.0,-136.7,0.0,0.19,0.21,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,15,0.6
1782487564.24,469.3,958.32,21.32,21.08,21.03,61.2,59.9,61.4,35.222607,-97.439509,1.4,-0.4,12.6,-0.9,-137.8,0.0,0.18,0.22,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,15,0.6
1782487565.24,466.3,958.66,21.36,21.08,21.05,61.0,59.9,61.2,35.222609,-97.439506,0.8,-1.0,12.0,-1.1,-138.8,0.0,0.18,0.22,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.7
1782487566.24,463.3,959.01,21.40,21.08,21.09,60.9,59.8,61.0,35.222610,-97.439504,-0.2,-1.1,11.0,-0.5,-139.8,0.0,0.17,0.22,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.7
1782487567.24,460.3,959.35,21.44,21.08,21.12,60.8,59.7,60.8,35.222612,-97.439501,-1.1,-0.7,10.1,0.5,-140.7,0.0,0.16,0.23,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.7
1782487568.24,457.3,959.69,21.47,21.08,21.16,60.7,59.6,60.6,35.222613,-97.439499,-1.5,-0.0,9.5,1.1,-141.6,0.0,0.15,0.23,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.7
1782487569.24,454.3,960.03,21.50,21.08,21.21,60.6,59.5,60.4,35.222615,-97.439496,-1.1,0.7,9.5,0.9,-142.5,0.0,0.15,0.23,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.7
1782487570.24,451.3,960.37,21.52,21.09,21.25,60.5,59.4,60.2,35.222616,-97.439494,-0.3,1.1,9.9,0.0,-143.2,0.0,0.14,0.22,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.7
1782487571.24,448.3,960.71,21.53,21.10,21.30,60.4,59.3,59.9,35.222617,-97.439492,0.7,1.0,10.5,-0.9,-143.9,0.0,0.12,0.22,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.7
1782487572.24,445.3,961.04,21.55,21.11,21.35,60.4,59.2,59.7,35.222618,-97.439489,1.4,0.4,10.9,-1.1,-144.6,0.0,0.11,0.21,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.7
1782487573.24,442.3,961.38,21.55,21.13,21.40,60.3,59.0,59.5,35.222619,-97.439487,1.4,-0.4,10.8,-0.5,-145.2,0.0,0.10,0.20,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.7
1782487574.24,439.3,961.72,21.56,21.15,21.44,60.2,58.9,59.2,35.222620,-97.439485,0.7,-1.0,10.2,0.5,-145.7,0.0,0.09,0.19,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.7
1782487575.24,436.3,962.06,21.56,21.17,21.49,60.1,58.7,59.0,35.222621,-97.439483,-0.3,-1.1,9.2,1.1,-146.1,0.0,0.07,0.18,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.7
1782487576.24,433.3,962.40,21.56,21.20,21.53,60.1,58.5,58.8,35.222621,-97.439481,-1.1,-0.7,8.3,0.9,-146.5,0.0,0.06,0.16,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.7
1782487577.24,430.3,962.74,21.56,21.24,21.56,60.0,58.3,58.6,35.222622,-97.439479,-1.5,0.0,7.7,-0.0,-146.8,0.0,0.05,0.15,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.8
1782487578.24,427.3,963.08,21.56,21.28,21.60,59.9,58.1,58.4,35.222622,-97.439478,-1.1,0.7,7.7,-0.9,-147.1,0.0,0.03,0.13,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.8
1782487579.24,424.3,963.42,21.56,21.32,21.63,59.8,57.9,58.2,35.222622,-97.439476,-0.2,1.1,8.1,-1.1,-147.4,0.0,0.02,0.12,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.8
1782487580.24,421.3,963.76,21.57,21.36,21.65,59.7,57.7,58.0,35.222622,-97.439475,0.8,1.0,8.7,-0.5,-147.6,0.0,0.00,0.10,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.8
1782487581.24,418.3,964.11,21.57,21.41,21.67,59.6,57.4,57.8,35.222622,-97.439474,1.4,0.4,9.1,0.5,-147.8,0.0,-0.01,0.08,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.8
1782487582.24,415.3,964.45,21.58,21.46,21.68,59.5,57.2,57.7,35.222622,-97.439473,1.4,-0.4,9.0,1.1,-147.9,0.0,-0.03,0.06,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.8
1782487583.24,412.3,964.79,21.60,21.51,21.69,59.3,57.0,57.6,35.222622,-97.439473,0.7,-1.0,8.4,0.8,-148.1,0.0,-0.04,0.04,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.8
1782487584.24,409.3,965.14,21.62,21.55,21.70,59.2,56.7,57.4,35.222621,-97.439473,-0.3,-1.1,7.4,-0.0,-148.3,0.0,-0.06,0.02,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.8
1782487585.24,406.3,965.48,21.64,21.60,21.70,59.0,56.5,57.3,35.222621,-97.439473,-1.1,-0.7,6.5,-0.9,-148.5,0.0,-0.07,-0.00,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.8
1782487586.24,403.3,965.83,21.67,21.64,21.70,58.8,56.3,57.2,35.222620,-97.439473,-1.5,0.0,5.9,-1.1,-148.7,0.0,-0.08,-0.02,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.8
1782487587.24,400.3,966.18,21.70,21.68,21.70,58.6,56.1,57.1,35.222619,-97.439473,-1.1,0.7,5.9,-0.4,-149.0,0.0,-0.10,-0.04,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.8
1782487588.24,397.3,966.53,21.74,21.71,21.70,58.4,55.9,57.1,35.222618,-97.439474,-0.2,1.1,6.3,0.5,-149.3,0.0,-0.11,-0.06,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
1782487589.24,394.3,966.87,21.78,21.74,21.70,58.2,55.7,57.0,35.222617,-97.439474,0.8,1.0,6.9,1.1,-149.7,0.0,-0.12,-0.08,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
1782487590.24,391.3,967.22,21.82,21.77,21.71,58.0,55.5,56.9,35.222616,-97.439475,1.4,0.4,7.3,0.8,-150.1,0.0,-0.13,-0.10,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
1782487591.24,388.3,967.57,21.87,21.79,21.71,57.8,55.3,56.8,35.222615,-97.439477,1.4,-0.4,7.2,-0.0,-150.6,0.0,-0.14,-0.12,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
1782487592.24,385.3,967.93,21.92,21.81,21.72,57.5,55.2,56.8,35.222614,-97.439478,0.7,-1.0,6.6,-0.9,-151.1,0.0,-0.15,-0.14,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
1782487593.24,382.3,968.28,21.96,21.82,21.73,57.3,55.0,56.7,35.222612,-97.439480,-0.3,-1.1,5.6,-1.1,-151.7,0.0,-0.16,-0.15,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
1782487594.24,379.3,968.63,22.01,21.83,21.75,57.1,54.9,56.6,35.222611,-97.439482,-1.2,-0.7,4.7,-0.4,-152.4,0.0,-0.17,-0.17,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
1782487595.24,376.3,968.98,22.06,21.83,21.77,56.8,54.8,56.5,35.222609,-97.439483,-1.5,0.0,4.1,0.5,-153.1,0.0,-0.17,-0.18,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
1782487596.24,373.3,969.34,22.10,21.83,21.80,56.6,54.7,56.5,35.222608,-97.439485,-1.1,0.8,4.1,1.1,-154.0,0.0,-0.18,-0.19,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
1782487597.24,370.3,969.69,22.14,21.83,21.83,56.4,54.6,56.4,35.222606,-97.439488,-0.2,1.1,4.5,0.8,-154.8,0.0,-0.19,-0.20,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
1782487598.24,367.3,970.04,22.18,21.83,21.86,56.2,54.5,56.2,35.222604,-97.439490,0.8,0.9,5.1,-0.1,-155.7,0.0,-0.19,-0.21,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
1782487599.24,364.3,970.40,22.21,21.84,21.90,56.0,54.5,56.1,35.222603,-97.439492,1.4,0.3,5.5,-0.9,-156.7,0.0,-0.19,-0.22,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
1782487600.24,361.3,970.75,22.24,21.84,21.94,55.8,54.4,56.0,35.222601,-97.439495,1.4,-0.4,5.4,-1.1,-157.7,0.0,-0.19,-0.22,3.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
1782487601.24,358.3,971.11,22.26,21.84,21.99,55.6,54.3,55.8,35.222599,-97.439497,0.6,-1.0,4.4,-0.4,-159.1,0.0,-0.17,-0.20,2.70,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
1782487602.24,357.0,971.11,22.26,21.83,22.02,55.6,54.4,55.8,35.222600,-97.439500,0.1,-1.1,0.2,0.5,-163.0,0.0,0.00,0.00,0.00,6,0,0.000000,0.000000,0.0,0,0.0,0,0.00,0.0,0.00,0,0,14,0.9
