Message Version,1.0.0,
Drone Serial Number,0,
Drone Powered Age,0,s,
Drone Armed Age,0,s,
Raw Data Filename,,
Unix Start Time,1782750992,s,
Ground Wind Speed,0.0,m/s,
Ground Wind Direction,0,deg,
Ground Air Temperature,0.00,C,
Ground Humidity,0.0,%,
Ground Pressure,0.00,mB,
Home Position Latitude,0.000000,deg,
Home Position Longitude,0.000000,deg,
Home Position Altitude,0.0,m,
UTC Date,UTC Time,Time Since Start,Altitude ASL,Pressure,Air Temp,Rel Hum,Wind Speed,Wind Direction,Latitude,Longitude,Roll,Roll Rate,Pitch,Pitch Rate,Yaw,Yaw Rate,Ascent Rate,Speed Over Ground,Satellites,HDOP,Data Quality
06/29/26,16:36:42,9,385.8,967.63,21.80,56.6,5.0,205,35.222596,-97.439476,-0.2,-1.1,5.8,0.1,-154.7,0.0,3.0,0.2,16,0.9,0
06/29/26,16:36:43,10,388.6,967.27,21.78,56.8,4.6,205,35.222595,-97.439477,-1.0,-0.8,5.3,-0.8,-154.5,0.0,3.0,0.2,16,0.9,0
06/29/26,16:36:44,11,393.9,966.92,21.74,57.1,4.6,206,35.222592,-97.439480,-1.4,0.5,5.4,-0.8,-154.1,0.0,3.0,0.2,16,0.9,0
06/29/26,16:36:45,12,395.4,966.57,21.72,57.2,4.9,206,35.222591,-97.439480,-1.1,0.8,5.7,-0.4,-154.0,0.0,3.0,0.2,16,0.9,0
06/29/26,16:36:46,13,399.0,966.22,21.70,57.3,5.7,206,35.222589,-97.439483,0.1,1.1,6.8,0.8,-153.6,0.0,3.0,0.2,16,0.9,0
06/29/26,16:36:47,14,402.0,965.86,21.68,57.5,6.5,207,35.222588,-97.439485,1.0,0.8,7.8,1.1,-153.2,0.0,3.0,0.2,16,0.9,0
06/29/26,16:36:48,15,403.6,965.51,21.66,57.6,6.7,207,35.222587,-97.439486,1.3,0.5,8.1,0.9,-153.0,0.0,3.0,0.2,16,0.9,0
06/29/26,16:36:49,16,408.0,965.16,21.63,57.8,7.0,208,35.222585,-97.439489,1.3,-0.6,8.4,-0.3,-152.3,0.0,3.0,0.3,16,0.9,0
06/29/26,16:36:50,17,411.0,964.81,21.60,58.0,6.6,208,35.222584,-97.439491,0.4,-1.1,8.0,-1.1,-151.7,0.0,3.0,0.3,16,0.9,0
06/29/26,16:36:51,18,412.6,964.46,21.59,58.1,6.4,209,35.222583,-97.439493,-0.1,-1.1,7.7,-1.1,-151.4,0.0,3.0,0.3,16,0.9,0
06/29/26,16:36:52,19,415.6,964.11,21.56,58.3,6.0,209,35.222582,-97.439495,-1.0,-0.8,7.1,-0.6,-150.7,0.0,3.0,0.3,16,0.8,0
06/29/26,16:36:53,20,418.6,963.76,21.54,58.5,5.8,210,35.222581,-97.439497,-1.5,-0.1,6.9,0.4,-150.0,0.0,3.0,0.2,16,0.8,0
06/29/26,16:36:54,21,421.6,963.41,21.51,58.6,6.1,211,35.222580,-97.439500,-1.2,0.7,7.3,1.1,-149.2,0.0,3.0,0.2,16,0.8,0
06/29/26,16:36:55,22,426.0,963.06,21.48,58.8,7.1,212,35.222579,-97.439504,0.1,1.1,8.6,0.6,-147.9,0.0,3.0,0.2,16,0.8,0
06/29/26,16:36:56,23,427.6,962.71,21.47,58.9,7.5,213,35.222579,-97.439505,0.6,1.0,9.2,0.1,-147.4,0.0,3.0,0.2,16,0.8,0
06/29/26,16:36:57,24,430.6,962.37,21.44,59.1,8.1,214,35.222578,-97.439507,1.3,0.5,9.9,-0.8,-146.5,0.0,3.0,0.2,16,0.8,0
06/29/26,16:36:58,25,435.9,962.02,21.40,59.2,8.2,215,35.222578,-97.439511,1.0,-0.8,10.1,-0.8,-144.7,0.0,3.0,0.2,16,0.8,0
06/29/26,16:36:59,26,437.4,961.68,21.39,59.4,8.1,216,35.222578,-97.439513,0.6,-1.0,9.9,-0.3,-144.2,0.0,3.0,0.2,16,0.8,0
06/29/26,16:37:00,27,439.6,961.34,21.37,59.5,7.7,217,35.222578,-97.439514,-0.2,-1.1,9.5,0.4,-143.4,0.0,3.0,0.2,16,0.8,0
06/29/26,16:37:01,28,444.3,960.99,21.34,59.7,7.2,218,35.222578,-97.439517,-1.4,-0.4,8.7,1.1,-141.7,0.0,3.0,0.2,16,0.8,0
06/29/26,16:37:02,29,445.8,960.65,21.32,59.8,7.2,219,35.222578,-97.439518,-1.5,-0.0,8.7,0.9,-141.2,0.0,3.0,0.2,16,0.8,0
06/29/26,16:37:03,30,448.6,960.31,21.30,59.9,7.5,220,35.222578,-97.439520,-1.2,0.7,9.1,0.1,-140.2,0.0,3.0,0.2,16,0.7,0
06/29/26,16:37:04,31,453.0,959.97,21.27,60.1,8.4,221,35.222579,-97.439522,0.1,1.1,10.4,-1.1,-138.6,0.0,3.0,0.1,16,0.7,0
06/29/26,16:37:05,32,456.9,959.63,21.23,60.2,9.3,223,35.222580,-97.439524,1.3,0.6,11.6,-0.8,-137.3,0.0,3.0,0.1,16,0.7,0
06/29/26,16:37:06,33,458.4,959.29,21.22,60.3,9.6,223,35.222580,-97.439525,1.5,0.3,11.9,-0.3,-136.9,0.0,3.0,0.1,16,0.7,0
06/29/26,16:37:07,34,460.6,958.95,21.20,60.4,9.7,224,35.222580,-97.439525,1.4,-0.3,12.1,0.4,-136.2,0.0,3.0,0.1,16,0.7,0
06/29/26,16:37:08,35,463.6,958.61,21.18,60.5,9.5,225,35.222581,-97.439526,0.8,-0.9,11.8,1.1,-135.3,0.0,3.0,0.1,16,0.7,0
06/29/26,16:37:09,36,468.0,958.28,21.15,60.7,8.8,226,35.222583,-97.439527,-0.7,-1.0,10.9,0.5,-134.0,0.0,3.0,0.1,16,0.7,0
06/29/26,16:37:10,37,471.0,957.94,21.12,60.8,8.6,227,35.222584,-97.439527,-1.4,-0.5,10.6,-0.4,-133.3,0.0,3.0,0.1,16,0.7,0
06/29/26,16:37:11,38,472.6,957.60,21.11,60.9,8.5,227,35.222585,-97.439527,-1.5,-0.0,10.5,-0.8,-132.9,0.0,3.0,0.1,16,0.7,0
