Message Version,1.0.0,
Drone Serial Number,0,
Drone Powered Age,0,s,
Drone Armed Age,0,s,
Raw Data Filename,RAW_06-26-2026_16-17-08.csv,
Unix Start Time,1782490642,s,
Ground Wind Speed,0.0,m/s,
Ground Wind Direction,0,deg,
Ground Air Temperature,0.00,C,
Ground Humidity,0.0,%,
Ground Pressure,0.00,mB,
Home Position Latitude,0.000000,deg,
Home Position Longitude,0.000000,deg,
Home Position Altitude,0.0,m,
UTC Date,UTC Time,Time Since Start,Altitude ASL,Pressure,Air Temp,Rel Hum,Wind Speed,Wind Direction,Latitude,Longitude,Roll,Roll Rate,Pitch,Pitch Rate,Yaw,Yaw Rate,Ascent Rate,Speed Over Ground,Satellites,HDOP,Data Quality
06/26/26,16:17:50,27,442.6,960.99,21.35,59.6,7.3,218,35.222578,-97.439516,-1.1,-0.8,8.9,1.1,-142.3,0.0,3.0,0.2,16,0.8,0
06/26/26,16:17:51,28,445.6,960.65,21.32,59.8,7.2,219,35.222578,-97.439518,-1.5,-0.1,8.7,0.9,-141.2,0.0,3.0,0.2,16,0.8,0
06/26/26,16:17:52,29,448.6,960.31,21.30,59.9,7.5,220,35.222578,-97.439520,-1.2,0.7,9.1,0.1,-140.2,0.0,3.0,0.2,16,0.7,0
06/26/26,16:17:53,30,451.6,959.97,21.28,60.0,8.1,221,35.222578,-97.439522,-0.3,1.1,9.9,-0.8,-139.1,0.0,3.0,0.1,16,0.7,0
06/26/26,16:17:54,31,454.6,959.63,21.25,60.2,8.8,222,35.222579,-97.439523,0.7,1.0,11.0,-1.1,-138.1,0.0,3.0,0.1,16,0.7,0
06/26/26,16:17:55,32,457.6,959.29,21.23,60.3,9.4,223,35.222580,-97.439524,1.4,0.4,11.7,-0.5,-137.1,0.0,3.0,0.1,16,0.7,0
06/26/26,16:17:56,33,460.6,958.95,21.20,60.4,9.7,224,35.222580,-97.439525,1.4,-0.3,12.1,0.4,-136.2,0.0,3.0,0.1,16,0.7,0
06/26/26,16:17:57,34,463.6,958.61,21.18,60.5,9.5,225,35.222581,-97.439526,0.8,-0.9,11.8,1.1,-135.3,0.0,3.0,0.1,16,0.7,0
06/26/26,16:17:58,35,466.6,958.28,21.15,60.7,9.1,226,35.222582,-97.439527,-0.2,-1.1,11.3,0.9,-134.4,0.0,3.0,0.1,16,0.7,0
06/26/26,16:17:59,36,469.6,957.94,21.13,60.8,8.7,226,35.222584,-97.439527,-1.1,-0.8,10.7,0.1,-133.6,0.0,3.0,0.1,16,0.7,0
06/26/26,16:18:00,37,472.6,957.60,21.11,60.9,8.5,227,35.222585,-97.439527,-1.5,-0.0,10.5,-0.8,-132.9,0.0,3.0,0.1,16,0.7,0
