Message Version,1.0.0,
Drone Serial Number,69420,
Drone Powered Age,0,s,
Drone Armed Age,0,s,
Raw Data Filename,RAW_07-01-2026_21-42-58.csv,
Unix Start Time,1782490641,s,
Ground Wind Speed,0.0,m/s,
Ground Wind Direction,0,deg,
Ground Air Temperature,0.00,C,
Ground Humidity,0.0,%,
Ground Pressure,0.00,mB,
Home Position Latitude,0.000000,deg,
Home Position Longitude,0.000000,deg,
Home Position Altitude,0.0,m,
UTC Date,UTC Time,Time Since Start,Altitude ASL,Pressure,Air Temp,Rel Hum,Wind Speed,Wind Direction,Latitude,Longitude,Roll,Roll Rate,Pitch,Pitch Rate,Yaw,Yaw Rate,Ascent Rate,Speed Over Ground,Satellites,HDOP,Data Quality
06/26/26,16:17:39,17,409.6,964.81,21.61,58.0,6.8,208,35.222584,-97.439490,0.8,-0.9,8.2,-0.8,-152.0,0.0,3.0,0.3,16,0.9,0
06/26/26,16:17:40,18,412.6,964.46,21.59,58.1,6.4,209,35.222583,-97.439493,-0.1,-1.1,7.7,-1.1,-151.4,0.0,3.0,0.3,16,0.9,0
06/26/26,16:17:41,19,415.6,964.11,21.56,58.3,6.0,209,35.222582,-97.439495,-1.0,-0.8,7.1,-0.6,-150.7,0.0,3.0,0.3,16,0.8,0
06/26/26,16:17:42,20,418.6,963.76,21.54,58.5,5.8,210,35.222581,-97.439497,-1.5,-0.1,6.9,0.4,-150.0,0.0,3.0,0.2,16,0.8,0
06/26/26,16:17:43,21,421.6,963.41,21.51,58.6,6.1,211,35.222580,-97.439500,-1.2,0.7,7.3,1.1,-149.2,0.0,3.0,0.2,16,0.8,0
06/26/26,16:17:44,22,426.0,963.06,21.48,58.8,7.1,212,35.222579,-97.439504,0.1,1.1,8.6,0.6,-147.9,0.0,3.0,0.2,16,0.8,0
06/26/26,16:17:45,23,427.6,962.71,21.47,58.9,7.5,213,35.222579,-97.439505,0.6,1.0,9.2,0.1,-147.4,0.0,3.0,0.2,16,0.8,0
06/26/26,16:17:46,24,430.6,962.37,21.44,59.1,8.1,214,35.222578,-97.439507,1.3,0.5,9.9,-0.8,-146.5,0.0,3.0,0.2,16,0.8,0
06/26/26,16:17:48,26,436.6,961.85,21.39,59.3,8.2,216,35.222578,-97.439512,0.8,-0.9,10.0,-0.6,-144.4,0.0,3.0,0.2,16,0.8,0
06/26/26,16:17:49,27,439.6,961.34,21.37,59.5,7.7,217,35.222578,-97.439514,-0.2,-1.1,9.5,0.4,-143.4,0.0,3.0,0.2,16,0.8,0
06/26/26,16:17:50,28,442.6,960.99,21.35,59.6,7.3,218,35.222578,-97.439516,-1.1,-0.8,8.9,1.1,-142.3,0.0,3.0,0.2,16,0.8,0
06/26/26,16:17:51,29,447.0,960.65,21.32,59.8,7.3,219,35.222578,-97.439519,-1.5,0.3,8.8,0.6,-140.8,0.0,3.0,0.2,16,0.8,0
06/26/26,16:17:52,30,450.0,960.31,21.29,59.9,7.8,220,35.222578,-97.439521,-0.8,1.0,9.5,-0.5,-139.6,0.0,3.0,0.2,16,0.7,0
06/26/26,16:17:53,31,453.0,959.97,21.27,60.1,8.4,221,35.222579,-97.439522,0.1,1.1,10.4,-1.1,-138.6,0.0,3.0,0.1,16,0.7,0
06/26/26,16:17:55,33,457.6,959.46,21.23,60.2,9.4,223,35.222580,-97.439524,1.4,0.4,11.7,-0.5,-137.1,0.0,3.0,0.1,16,0.7,0
06/26/26,16:17:56,34,460.6,958.95,21.20,60.4,9.7,224,35.222580,-97.439525,1.4,-0.3,12.1,0.4,-136.2,0.0,3.0,0.1,16,0.7,0
06/26/26,16:17:57,35,463.6,958.61,21.18,60.5,9.5,225,35.222581,-97.439526,0.8,-0.9,11.8,1.1,-135.3,0.0,3.0,0.1,16,0.7,0
06/26/26,16:17:58,36,468.0,958.28,21.15,60.7,8.8,226,35.222583,-97.439527,-0.7,-1.0,10.9,0.5,-134.0,0.0,3.0,0.1,16,0.7,0
06/26/26,16:17:59,37,471.0,957.94,21.12,60.8,8.6,227,35.222584,-97.439527,-1.4,-0.5,10.6,-0.4,-133.3,0.0,3.0,0.1,16,0.7,0
06/26/26,16:18:00,38,472.6,957.60,21.11,60.9,8.5,227,35.222585,-97.439527,-1.5,-0.0,10.5,-0.8,-132.9,0.0,3.0,0.1,16,0.7,0
